"","ESTABLISHMENT_ID","INSPECTION_ID","ESTABLISHMENT_NAME","REVIEW","VALUE","CUISINE_TYPE","ESTABLISHMENT_TYPE","ESTABLISHMENT_STATUS","MINIMUM_INSPECTIONS_PERYEAR","INSPECTION_DATE","SEVERITY","ACTION","SHORT_ADDRESS","DISTRICT","CITY","POSTAL_CODE"
"11317",10471765,103739956,"LIBERTY SHAWARMA",2.5,2,"Mediterranean","Restaurant","Conditional Pass",3,"31-05-2016","M - Minor","Notice to Comply","716 QUEEN ST E","METRO TORONTO","TORONTO","M4M 1H2"
"11318",10471765,103740035,"LIBERTY SHAWARMA",2.5,2,"Mediterranean","Restaurant","Pass",3,"02-06-2016","M - Minor","Notice to Comply","716 QUEEN ST E","METRO TORONTO","TORONTO","M4M 1H2"
"11319",10471765,103823517,"LIBERTY SHAWARMA",2.5,2,"Mediterranean","Restaurant","Conditional Pass",3,"03-10-2016","M - Minor","Notice to Comply","716 QUEEN ST E","METRO TORONTO","TORONTO","M4M 1H2"
"11320",10471765,103823517,"LIBERTY SHAWARMA",2.5,2,"Mediterranean","Restaurant","Conditional Pass",3,"03-10-2016","S - Significant","Notice to Comply","716 QUEEN ST E","METRO TORONTO","TORONTO","M4M 1H2"
"11321",10471765,103823517,"LIBERTY SHAWARMA",2.5,2,"Mediterranean","Restaurant","Conditional Pass",3,"03-10-2016","M - Minor","Notice to Comply","716 QUEEN ST E","METRO TORONTO","TORONTO","M4M 1H2"
"11322",10471765,103823517,"LIBERTY SHAWARMA",2.5,2,"Mediterranean","Restaurant","Conditional Pass",3,"03-10-2016","S - Significant","Notice to Comply","716 QUEEN ST E","METRO TORONTO","TORONTO","M4M 1H2"
"11323",10471765,103823517,"LIBERTY SHAWARMA",2.5,2,"Mediterranean","Restaurant","Conditional Pass",3,"03-10-2016","S - Significant","Notice to Comply","716 QUEEN ST E","METRO TORONTO","TORONTO","M4M 1H2"
"11324",10471765,103823658,"LIBERTY SHAWARMA",2.5,2,"Mediterranean","Restaurant","Pass",3,"05-10-2016","NA - Not Applicable","No Action Required","716 QUEEN ST E","METRO TORONTO","TORONTO","M4M 1H2"
"11325",10472020,103453402,"AMICO'S PIZZA & RESTAURANT",3,2,"European","Restaurant","Pass",2,"25-03-2015","NA - Not Applicable","No Action Required","1648 QUEEN ST W","METRO TORONTO","TORONTO","M6R 1B2"
"11326",10472020,103614604,"AMICO'S PIZZA & RESTAURANT",3,2,"European","Restaurant","Pass",2,"23-11-2015","NA - Not Applicable","No Action Required","1648 QUEEN ST W","METRO TORONTO","TORONTO","M6R 1B2"
"11327",10472020,103689987,"AMICO'S PIZZA & RESTAURANT",3,2,"European","Restaurant","Pass",2,"16-03-2016","S - Significant","Corrected During Inspection","1648 QUEEN ST W","METRO TORONTO","TORONTO","M6R 1B2"
"11328",10472020,103689987,"AMICO'S PIZZA & RESTAURANT",3,2,"European","Restaurant","Pass",2,"16-03-2016","M - Minor","Notice to Comply","1648 QUEEN ST W","METRO TORONTO","TORONTO","M6R 1B2"
"11329",10472020,103855577,"AMICO'S PIZZA & RESTAURANT",3,2,"European","Restaurant","Pass",2,"25-11-2016","M - Minor","Notice to Comply","1648 QUEEN ST W","METRO TORONTO","TORONTO","M6R 1B2"
"11330",10472020,103855577,"AMICO'S PIZZA & RESTAURANT",3,2,"European","Restaurant","Pass",2,"25-11-2016","M - Minor","Notice to Comply","1648 QUEEN ST W","METRO TORONTO","TORONTO","M6R 1B2"
"11331",10472020,103855577,"AMICO'S PIZZA & RESTAURANT",3,2,"European","Restaurant","Pass",2,"25-11-2016","M - Minor","Notice to Comply","1648 QUEEN ST W","METRO TORONTO","TORONTO","M6R 1B2"
"11332",10472677,103465682,"LA PREP",3,2,"Deli","Restaurant","Pass",3,"15-04-2015","M - Minor","Notice to Comply","160 BLOOR ST E","METRO TORONTO","TORONTO","M4W"
"11333",10472677,103608701,"LA PREP",3,2,"Deli","Restaurant","Pass",3,"13-11-2015","NA - Not Applicable","No Action Required","160 BLOOR ST E","METRO TORONTO","TORONTO","M4W"
"11334",10472677,103686749,"LA PREP",3,2,"Deli","Restaurant","Conditional Pass",3,"08-03-2016","S - Significant","Corrected During Inspection","160 BLOOR ST E","METRO TORONTO","TORONTO","M4W"
"11335",10472677,103686749,"LA PREP",3,2,"Deli","Restaurant","Conditional Pass",3,"08-03-2016","C - Crucial","Notice to Comply","160 BLOOR ST E","METRO TORONTO","TORONTO","M4W"
"11336",10472677,103686750,"LA PREP",3,2,"Deli","Restaurant","Pass",3,"09-03-2016","NA - Not Applicable","No Action Required","160 BLOOR ST E","METRO TORONTO","TORONTO","M4W"
"11337",10472677,103768669,"LA PREP",3,2,"Deli","Restaurant","Pass",3,"12-07-2016","S - Significant","Corrected During Inspection","160 BLOOR ST E","METRO TORONTO","TORONTO","M4W"
"11338",10472677,103828581,"LA PREP",3,2,"Deli","Restaurant","Pass",3,"11-10-2016","M - Minor","Notice to Comply","160 BLOOR ST E","METRO TORONTO","TORONTO","M4W"
"11339",10472677,103828581,"LA PREP",3,2,"Deli","Restaurant","Pass",3,"11-10-2016","M - Minor","Notice to Comply","160 BLOOR ST E","METRO TORONTO","TORONTO","M4W"
"11340",10472835,103459757,"TIM HORTONS",3,1,"Cafe","Food Take Out","Pass",2,"01-04-2015","NA - Not Applicable","No Action Required","180 WELLINGTON ST W","METRO TORONTO","TORONTO","M5J 1J1"
"11341",10472835,103630860,"TIM HORTONS",3,1,"Cafe","Food Take Out","Pass",2,"16-12-2015","NA - Not Applicable","No Action Required","180 WELLINGTON ST W","METRO TORONTO","TORONTO","M5J 1J1"
"11342",10472835,103746457,"TIM HORTONS",3,1,"Cafe","Food Take Out","Pass",2,"08-06-2016","NA - Not Applicable","No Action Required","180 WELLINGTON ST W","METRO TORONTO","TORONTO","M5J 1J1"
"11343",10472835,103870840,"TIM HORTONS",3,1,"Cafe","Food Take Out","Pass",2,"20-12-2016","NA - Not Applicable","No Action Required","180 WELLINGTON ST W","METRO TORONTO","TORONTO","M5J 1J1"
"11344",10472843,103555998,"HARVEY'S",3.5,1,"North American","Food Take Out","Pass",3,"21-08-2015","NA - Not Applicable","No Action Required","2 STRACHAN AVE","METRO TORONTO","TORONTO","M6K 3C3"
"11345",10472843,103561669,"HARVEY'S",3.5,1,"North American","Food Take Out","Pass",3,"28-08-2015","NA - Not Applicable","No Action Required","2 STRACHAN AVE","METRO TORONTO","TORONTO","M6K 3C3"
"11346",10472843,103797429,"HARVEY'S",3.5,1,"North American","Food Take Out","Pass",3,"19-08-2016","NA - Not Applicable","No Action Required","2 STRACHAN AVE","METRO TORONTO","TORONTO","M6K 3C3"
"11347",10472843,103801281,"HARVEY'S",3.5,1,"North American","Food Take Out","Pass",3,"26-08-2016","NA - Not Applicable","No Action Required","2 STRACHAN AVE","METRO TORONTO","TORONTO","M6K 3C3"
"11348",10473548,103433407,"AFRO CONTINENTAL RESTAURANT BAR & GRILL",4,1.94827586206897,"African","Restaurant","Pass",3,"19-02-2015","NA - Not Applicable","No Action Required","849 ALBION RD","ETOBICOKE","TORONTO","M9V 1A3"
"11349",10473548,103523026,"AFRO CONTINENTAL RESTAURANT BAR & GRILL",4,1.94827586206897,"African","Restaurant","Pass",3,"25-06-2015","M - Minor","Notice to Comply","849 ALBION RD","ETOBICOKE","TORONTO","M9V 1A3"
"11350",10473548,103524637,"AFRO CONTINENTAL RESTAURANT BAR & GRILL",4,1.94827586206897,"African","Restaurant","Pass",3,"25-06-2015","M - Minor","Notice to Comply","849 ALBION RD","ETOBICOKE","TORONTO","M9V 1A3"
"11351",10473548,103574922,"AFRO CONTINENTAL RESTAURANT BAR & GRILL",4,1.94827586206897,"African","Restaurant","Pass",3,"18-09-2015","NA - Not Applicable","No Action Required","849 ALBION RD","ETOBICOKE","TORONTO","M9V 1A3"
"11352",10473548,103683387,"AFRO CONTINENTAL RESTAURANT BAR & GRILL",4,1.94827586206897,"African","Restaurant","Pass",3,"03-03-2016","S - Significant","Corrected During Inspection","849 ALBION RD","ETOBICOKE","TORONTO","M9V 1A3"
"11353",10473548,103769971,"AFRO CONTINENTAL RESTAURANT BAR & GRILL",4,1.94827586206897,"African","Restaurant","Pass",3,"13-07-2016","NA - Not Applicable","No Action Required","849 ALBION RD","ETOBICOKE","TORONTO","M9V 1A3"
"11354",10473548,103857907,"AFRO CONTINENTAL RESTAURANT BAR & GRILL",4,1.94827586206897,"African","Restaurant","Pass",3,"29-11-2016","NA - Not Applicable","No Action Required","849 ALBION RD","ETOBICOKE","TORONTO","M9V 1A3"
"11355",10473892,103516831,"AROMA ESPRESSO BAR",3.5,2,"Cafe","Restaurant","Pass",2,"23-06-2015","M - Minor","Notice to Comply","55 CHARLES ST W","METRO TORONTO","TORONTO","M5S 2W9"
"11356",10473892,103619316,"AROMA ESPRESSO BAR",3.5,2,"Cafe","Restaurant","Conditional Pass",2,"13-04-2016","C - Crucial","Notice to Comply","55 CHARLES ST W","METRO TORONTO","TORONTO","M5S 2W9"
"11357",10473892,103619316,"AROMA ESPRESSO BAR",3.5,2,"Cafe","Restaurant","Conditional Pass",2,"13-04-2016","M - Minor","Notice to Comply","55 CHARLES ST W","METRO TORONTO","TORONTO","M5S 2W9"
"11358",10473892,103619316,"AROMA ESPRESSO BAR",3.5,2,"Cafe","Restaurant","Conditional Pass",2,"13-04-2016","S - Significant","Notice to Comply","55 CHARLES ST W","METRO TORONTO","TORONTO","M5S 2W9"
"11359",10473892,103619316,"AROMA ESPRESSO BAR",3.5,2,"Cafe","Restaurant","Conditional Pass",2,"13-04-2016","S - Significant","Notice to Comply","55 CHARLES ST W","METRO TORONTO","TORONTO","M5S 2W9"
"11360",10473892,103708013,"AROMA ESPRESSO BAR",3.5,2,"Cafe","Restaurant","Pass",2,"14-04-2016","M - Minor","Notice to Comply","55 CHARLES ST W","METRO TORONTO","TORONTO","M5S 2W9"
"11361",10473892,103735304,"AROMA ESPRESSO BAR",3.5,2,"Cafe","Restaurant","Pass",2,"25-05-2016","M - Minor","Notice to Comply","55 CHARLES ST W","METRO TORONTO","TORONTO","M5S 2W9"
"11362",10473892,103735304,"AROMA ESPRESSO BAR",3.5,2,"Cafe","Restaurant","Pass",2,"25-05-2016","S - Significant","Corrected During Inspection","55 CHARLES ST W","METRO TORONTO","TORONTO","M5S 2W9"
"11363",10473892,103786356,"AROMA ESPRESSO BAR",3.5,2,"Cafe","Restaurant","Conditional Pass",2,"02-08-2016","S - Significant","Notice to Comply","55 CHARLES ST W","METRO TORONTO","TORONTO","M5S 2W9"
"11364",10473892,103786356,"AROMA ESPRESSO BAR",3.5,2,"Cafe","Restaurant","Conditional Pass",2,"02-08-2016","S - Significant","Notice to Comply","55 CHARLES ST W","METRO TORONTO","TORONTO","M5S 2W9"
"11365",10473892,103786356,"AROMA ESPRESSO BAR",3.5,2,"Cafe","Restaurant","Conditional Pass",2,"02-08-2016","S - Significant","Notice to Comply","55 CHARLES ST W","METRO TORONTO","TORONTO","M5S 2W9"
"11366",10473892,103786356,"AROMA ESPRESSO BAR",3.5,2,"Cafe","Restaurant","Conditional Pass",2,"02-08-2016","S - Significant","Notice to Comply","55 CHARLES ST W","METRO TORONTO","TORONTO","M5S 2W9"
"11367",10473892,103786380,"AROMA ESPRESSO BAR",3.5,2,"Cafe","Restaurant","Pass",2,"04-08-2016","NA - Not Applicable","No Action Required","55 CHARLES ST W","METRO TORONTO","TORONTO","M5S 2W9"
"11368",10474029,103445519,"THAI EXPRESS (YORK UNIVERSITY)",3,1,"South East Asian","Restaurant","Pass",2,"13-03-2015","NA - Not Applicable","No Action Required","4700 KEELE ST","NORTH YORK","TORONTO","M3J 1P3"
"11369",10474029,103596338,"THAI EXPRESS (YORK UNIVERSITY)",3,1,"South East Asian","Restaurant","Pass",2,"23-10-2015","S - Significant","Corrected During Inspection","4700 KEELE ST","NORTH YORK","TORONTO","M3J 1P3"
"11370",10474029,103596338,"THAI EXPRESS (YORK UNIVERSITY)",3,1,"South East Asian","Restaurant","Pass",2,"23-10-2015","M - Minor","Notice to Comply","4700 KEELE ST","NORTH YORK","TORONTO","M3J 1P3"
"11371",10474029,103596338,"THAI EXPRESS (YORK UNIVERSITY)",3,1,"South East Asian","Restaurant","Pass",2,"23-10-2015","M - Minor","Notice to Comply","4700 KEELE ST","NORTH YORK","TORONTO","M3J 1P3"
"11372",10474029,103728924,"THAI EXPRESS (YORK UNIVERSITY)",3,1,"South East Asian","Restaurant","Pass",2,"13-05-2016","S - Significant","Corrected During Inspection","4700 KEELE ST","NORTH YORK","TORONTO","M3J 1P3"
"11373",10474029,103728924,"THAI EXPRESS (YORK UNIVERSITY)",3,1,"South East Asian","Restaurant","Pass",2,"13-05-2016","M - Minor","Notice to Comply","4700 KEELE ST","NORTH YORK","TORONTO","M3J 1P3"
"11374",10474029,103840341,"THAI EXPRESS (YORK UNIVERSITY)",3,1,"South East Asian","Restaurant","Pass",2,"28-10-2016","S - Significant","Corrected During Inspection","4700 KEELE ST","NORTH YORK","TORONTO","M3J 1P3"
"11375",10474029,103840341,"THAI EXPRESS (YORK UNIVERSITY)",3,1,"South East Asian","Restaurant","Pass",2,"28-10-2016","M - Minor","Notice to Comply","4700 KEELE ST","NORTH YORK","TORONTO","M3J 1P3"
"11376",10474149,103413116,"THE BAGEL STOP",3,1,"Deli","Food Take Out","Pass",2,"21-01-2015","S - Significant","Corrected During Inspection","40 KING ST W","METRO TORONTO","TORONTO","M5H 4A9"
"11377",10474149,103413116,"THE BAGEL STOP",3,1,"Deli","Food Take Out","Pass",2,"21-01-2015","M - Minor","Notice to Comply","40 KING ST W","METRO TORONTO","TORONTO","M5H 4A9"
"11378",10474149,103616200,"THE BAGEL STOP",3,1,"Deli","Food Take Out","Pass",2,"25-11-2015","M - Minor","Notice to Comply","40 KING ST W","METRO TORONTO","TORONTO","M5H 4A9"
"11379",10474149,103663804,"THE BAGEL STOP",3,1,"Deli","Food Take Out","Pass",2,"22-01-2016","NA - Not Applicable","No Action Required","40 KING ST W","METRO TORONTO","TORONTO","M5H 4A9"
"11380",10474149,103857071,"THE BAGEL STOP",3,1,"Deli","Food Take Out","Pass",2,"28-11-2016","NA - Not Applicable","No Action Required","40 KING ST W","METRO TORONTO","TORONTO","M5H 4A9"
"11381",10474154,103459431,"AVOCADO SUSHI JAPANESE CUISINE",4,2,"Far Eastern","Restaurant","Pass",3,"02-04-2015","M - Minor","Notice to Comply","1105 BAY ST","METRO TORONTO","TORONTO","M5S 2B3"
"11382",10474154,103459431,"AVOCADO SUSHI JAPANESE CUISINE",4,2,"Far Eastern","Restaurant","Pass",3,"02-04-2015","S - Significant","Corrected During Inspection","1105 BAY ST","METRO TORONTO","TORONTO","M5S 2B3"
"11383",10474154,103459431,"AVOCADO SUSHI JAPANESE CUISINE",4,2,"Far Eastern","Restaurant","Pass",3,"02-04-2015","M - Minor","Notice to Comply","1105 BAY ST","METRO TORONTO","TORONTO","M5S 2B3"
"11384",10474154,103531830,"AVOCADO SUSHI JAPANESE CUISINE",4,2,"Far Eastern","Restaurant","Pass",3,"15-07-2015","NA - Not Applicable","No Action Required","1105 BAY ST","METRO TORONTO","TORONTO","M5S 2B3"
"11385",10474154,103614014,"AVOCADO SUSHI JAPANESE CUISINE",4,2,"Far Eastern","Restaurant","Pass",3,"20-11-2015","M - Minor","Notice to Comply","1105 BAY ST","METRO TORONTO","TORONTO","M5S 2B3"
"11386",10474154,103683508,"AVOCADO SUSHI JAPANESE CUISINE",4,2,"Far Eastern","Restaurant","Conditional Pass",3,"03-03-2016","NA - Not Applicable","Notice to Comply","1105 BAY ST","METRO TORONTO","TORONTO","M5S 2B3"
"11387",10474154,103683508,"AVOCADO SUSHI JAPANESE CUISINE",4,2,"Far Eastern","Restaurant","Conditional Pass",3,"03-03-2016","M - Minor","Notice to Comply","1105 BAY ST","METRO TORONTO","TORONTO","M5S 2B3"
"11388",10474154,103683508,"AVOCADO SUSHI JAPANESE CUISINE",4,2,"Far Eastern","Restaurant","Conditional Pass",3,"03-03-2016","C - Crucial","Notice to Comply","1105 BAY ST","METRO TORONTO","TORONTO","M5S 2B3"
"11389",10474154,103683508,"AVOCADO SUSHI JAPANESE CUISINE",4,2,"Far Eastern","Restaurant","Conditional Pass",3,"03-03-2016","M - Minor","Notice to Comply","1105 BAY ST","METRO TORONTO","TORONTO","M5S 2B3"
"11390",10474154,103683508,"AVOCADO SUSHI JAPANESE CUISINE",4,2,"Far Eastern","Restaurant","Conditional Pass",3,"03-03-2016","S - Significant","Notice to Comply","1105 BAY ST","METRO TORONTO","TORONTO","M5S 2B3"
"11391",10474154,103683519,"AVOCADO SUSHI JAPANESE CUISINE",4,2,"Far Eastern","Restaurant","Pass",3,"04-03-2016","NA - Not Applicable","No Action Required","1105 BAY ST","METRO TORONTO","TORONTO","M5S 2B3"
"11392",10474154,103758231,"AVOCADO SUSHI JAPANESE CUISINE",4,2,"Far Eastern","Restaurant","Pass",3,"23-06-2016","NA - Not Applicable","Notice to Comply","1105 BAY ST","METRO TORONTO","TORONTO","M5S 2B3"
"11393",10474154,103758231,"AVOCADO SUSHI JAPANESE CUISINE",4,2,"Far Eastern","Restaurant","Pass",3,"23-06-2016","M - Minor","Notice to Comply","1105 BAY ST","METRO TORONTO","TORONTO","M5S 2B3"
"11394",10474154,103758231,"AVOCADO SUSHI JAPANESE CUISINE",4,2,"Far Eastern","Restaurant","Pass",3,"23-06-2016","M - Minor","Notice to Comply","1105 BAY ST","METRO TORONTO","TORONTO","M5S 2B3"
"11395",10474154,103839197,"AVOCADO SUSHI JAPANESE CUISINE",4,2,"Far Eastern","Restaurant","Pass",3,"27-10-2016","M - Minor","Notice to Comply","1105 BAY ST","METRO TORONTO","TORONTO","M5S 2B3"
"11396",10474154,103839197,"AVOCADO SUSHI JAPANESE CUISINE",4,2,"Far Eastern","Restaurant","Pass",3,"27-10-2016","M - Minor","Notice to Comply","1105 BAY ST","METRO TORONTO","TORONTO","M5S 2B3"
"11397",10474169,103494904,"STARBUCKS",3.7,2,"Cafe","Restaurant","Pass",1,"21-05-2015","NA - Not Applicable","No Action Required","1750 FINCH AVE E","NORTH YORK","TORONTO","M2J 5G3"
"11398",10474169,103741251,"STARBUCKS",3.7,2,"Cafe","Restaurant","Pass",1,"01-06-2016","NA - Not Applicable","No Action Required","1750 FINCH AVE E","NORTH YORK","TORONTO","M2J 5G3"
"11399",10474466,103516526,"SUBWAY",4,1,"Deli","Restaurant","Pass",1,"15-06-2015","NA - Not Applicable","No Action Required","3030 DON MILLS RD E","NORTH YORK","TORONTO","M2J 2T9"
"11400",10474466,103567781,"SUBWAY",4,1,"Deli","Restaurant","Pass",1,"09-09-2015","NA - Not Applicable","No Action Required","3030 DON MILLS RD E","NORTH YORK","TORONTO","M2J 2T9"
"11401",10474466,103648541,"SUBWAY",4,1,"Deli","Restaurant","Pass",1,"11-01-2016","NA - Not Applicable","No Action Required","3030 DON MILLS RD E","NORTH YORK","TORONTO","M2J 2T9"
"11402",10474540,103426121,"SUBWAY",4,1,"Deli","Restaurant","Pass",2,"09-02-2015","NA - Not Applicable","No Action Required","843 QUEEN ST W","METRO TORONTO","TORONTO","M6J 1G4"
"11403",10474540,103534299,"SUBWAY",4,1,"Deli","Restaurant","Pass",2,"17-07-2015","NA - Not Applicable","No Action Required","843 QUEEN ST W","METRO TORONTO","TORONTO","M6J 1G4"
"11404",10474540,103710519,"SUBWAY",4,1,"Deli","Restaurant","Pass",2,"18-04-2016","NA - Not Applicable","Notice to Comply","843 QUEEN ST W","METRO TORONTO","TORONTO","M6J 1G4"
"11405",10474540,103811394,"SUBWAY",4,1,"Deli","Restaurant","Pass",2,"13-09-2016","NA - Not Applicable","Notice to Comply","843 QUEEN ST W","METRO TORONTO","TORONTO","M6J 1G4"
"11406",10474564,103419389,"Bento Nouveau",2.5,1,"Far Eastern","Food Take Out","Pass",2,"29-01-2015","NA - Not Applicable","No Action Required","3671 DUNDAS ST W","YORK","TORONTO","M6S 2T3"
"11407",10474564,103570627,"Bento Nouveau",2.5,1,"Far Eastern","Food Take Out","Pass",2,"15-09-2015","NA - Not Applicable","No Action Required","3671 DUNDAS ST W","YORK","TORONTO","M6S 2T3"
"11408",10474564,103706127,"Bento Nouveau",2.5,1,"Far Eastern","Food Take Out","Pass",2,"11-04-2016","NA - Not Applicable","No Action Required","3671 DUNDAS ST W","YORK","TORONTO","M6S 2T3"
"11409",10474564,103834816,"Bento Nouveau",2.5,1,"Far Eastern","Food Take Out","Pass",2,"20-10-2016","NA - Not Applicable","No Action Required","3671 DUNDAS ST W","YORK","TORONTO","M6S 2T3"
"11410",10474992,103415545,"REAL FRUIT BUBBLE TEA",3.5,1,"Juicery & Smoothies","Food Court Vendor","Pass",1,"19-01-2015","NA - Not Applicable","No Action Required","500 REXDALE BLVD","ETOBICOKE","TORONTO","M9W 6K5"
"11411",10474992,103701564,"REAL FRUIT BUBBLE TEA",3.5,1,"Juicery & Smoothies","Food Court Vendor","Pass",1,"04-04-2016","NA - Not Applicable","Notice to Comply","500 REXDALE BLVD","ETOBICOKE","TORONTO","M9W 6K5"
"11412",10475099,103474201,"AZARIAS",4.5,2,"North American","Restaurant","Pass",3,"27-04-2015","NA - Not Applicable","No Action Required","3058 BLOOR ST W","ETOBICOKE","TORONTO","M8X"
"11413",10475099,103625850,"AZARIAS",4.5,2,"North American","Restaurant","Pass",3,"03-05-2016","NA - Not Applicable","No Action Required","3058 BLOOR ST W","ETOBICOKE","TORONTO","M8X"
"11414",10475116,103515820,"CARIBBEAN QUEEN",3,1,"Caribbean","Food Court Vendor","Pass",2,"22-06-2015","NA - Not Applicable","No Action Required","200 WELLINGTON ST W","METRO TORONTO","TORONTO","M5V 3C7"
"11415",10475116,103609495,"CARIBBEAN QUEEN",3,1,"Caribbean","Food Court Vendor","Pass",2,"13-11-2015","NA - Not Applicable","No Action Required","200 WELLINGTON ST W","METRO TORONTO","TORONTO","M5V 3C7"
"11416",10475116,103670555,"CARIBBEAN QUEEN",3,1,"Caribbean","Food Court Vendor","Pass",2,"11-02-2016","S - Significant","Corrected During Inspection","200 WELLINGTON ST W","METRO TORONTO","TORONTO","M5V 3C7"
"11417",10475116,103670555,"CARIBBEAN QUEEN",3,1,"Caribbean","Food Court Vendor","Pass",2,"11-02-2016","M - Minor","Notice to Comply","200 WELLINGTON ST W","METRO TORONTO","TORONTO","M5V 3C7"
"11418",10475116,103670555,"CARIBBEAN QUEEN",3,1,"Caribbean","Food Court Vendor","Pass",2,"11-02-2016","S - Significant","Corrected During Inspection","200 WELLINGTON ST W","METRO TORONTO","TORONTO","M5V 3C7"
"11419",10475116,103832140,"CARIBBEAN QUEEN",3,1,"Caribbean","Food Court Vendor","Pass",2,"19-10-2016","M - Minor","Notice to Comply","200 WELLINGTON ST W","METRO TORONTO","TORONTO","M5V 3C7"
"11420",10475116,103832140,"CARIBBEAN QUEEN",3,1,"Caribbean","Food Court Vendor","Pass",2,"19-10-2016","M - Minor","Notice to Comply","200 WELLINGTON ST W","METRO TORONTO","TORONTO","M5V 3C7"
"11421",10475116,103832140,"CARIBBEAN QUEEN",3,1,"Caribbean","Food Court Vendor","Pass",2,"19-10-2016","S - Significant","Corrected During Inspection","200 WELLINGTON ST W","METRO TORONTO","TORONTO","M5V 3C7"
"11422",10475127,103487078,"MCDONALD'S",2.5,1,"North American","Restaurant","Pass",2,"12-05-2015","NA - Not Applicable","No Action Required","2218 BLOOR ST W","METRO TORONTO","TORONTO","M6S"
"11423",10475127,103520158,"MCDONALD'S",2.5,1,"North American","Restaurant","Pass",2,"19-06-2015","NA - Not Applicable","No Action Required","2218 BLOOR ST W","METRO TORONTO","TORONTO","M6S"
"11424",10475127,103590882,"MCDONALD'S",2.5,1,"North American","Restaurant","Pass",2,"16-10-2015","NA - Not Applicable","No Action Required","2218 BLOOR ST W","METRO TORONTO","TORONTO","M6S"
"11425",10475127,103741211,"MCDONALD'S",2.5,1,"North American","Restaurant","Pass",2,"01-06-2016","NA - Not Applicable","No Action Required","2218 BLOOR ST W","METRO TORONTO","TORONTO","M6S"
"11426",10475127,103795790,"MCDONALD'S",2.5,1,"North American","Restaurant","Pass",2,"17-08-2016","M - Minor","Notice to Comply","2218 BLOOR ST W","METRO TORONTO","TORONTO","M6S"
"11427",10475127,103837619,"MCDONALD'S",2.5,1,"North American","Restaurant","Pass",2,"25-10-2016","NA - Not Applicable","No Action Required","2218 BLOOR ST W","METRO TORONTO","TORONTO","M6S"
"11428",10475165,103420788,"TIM HORTONS",3,1,"Cafe","Restaurant","Pass",2,"28-01-2015","NA - Not Applicable","No Action Required","1533 JANE ST","NORTH YORK","TORONTO","M9N 2R2"
"11429",10475165,103582704,"TIM HORTONS",3,1,"Cafe","Restaurant","Pass",2,"01-10-2015","S - Significant","Corrected During Inspection","1533 JANE ST","NORTH YORK","TORONTO","M9N 2R2"
"11430",10475165,103582704,"TIM HORTONS",3,1,"Cafe","Restaurant","Pass",2,"01-10-2015","S - Significant","Corrected During Inspection","1533 JANE ST","NORTH YORK","TORONTO","M9N 2R2"
"11431",10475165,103582704,"TIM HORTONS",3,1,"Cafe","Restaurant","Pass",2,"01-10-2015","M - Minor","Notice to Comply","1533 JANE ST","NORTH YORK","TORONTO","M9N 2R2"
"11432",10475165,103747873,"TIM HORTONS",3,1,"Cafe","Restaurant","Pass",2,"10-06-2016","NA - Not Applicable","No Action Required","1533 JANE ST","NORTH YORK","TORONTO","M9N 2R2"
"11433",10475165,103808823,"TIM HORTONS",3,1,"Cafe","Restaurant","Pass",2,"08-09-2016","NA - Not Applicable","No Action Required","1533 JANE ST","NORTH YORK","TORONTO","M9N 2R2"
"11434",10475238,103453387,"KFC/TACO BELL",3,1,"North American","Restaurant","Pass",2,"25-03-2015","NA - Not Applicable","No Action Required","5322 DUNDAS ST W","ETOBICOKE","TORONTO","M9B 1B3"
"11435",10475238,103590217,"KFC/TACO BELL",3,1,"North American","Restaurant","Pass",2,"14-10-2015","M - Minor","Notice to Comply","5322 DUNDAS ST W","ETOBICOKE","TORONTO","M9B 1B3"
"11436",10475238,103590217,"KFC/TACO BELL",3,1,"North American","Restaurant","Pass",2,"14-10-2015","M - Minor","Notice to Comply","5322 DUNDAS ST W","ETOBICOKE","TORONTO","M9B 1B3"
"11437",10475238,103804263,"KFC/TACO BELL",3,1,"North American","Restaurant","Pass",2,"19-08-2016","NA - Not Applicable","No Action Required","5322 DUNDAS ST W","ETOBICOKE","TORONTO","M9B 1B3"
"11438",10475245,103439278,"GINO'S PIZZA/WING MACHINE",2.5,2,"North American","Restaurant","Pass",2,"05-03-2015","NA - Not Applicable","No Action Required","2387 YONGE ST","METRO TORONTO","TORONTO","M4P 2E7"
"11439",10475245,103490711,"GINO'S PIZZA/WING MACHINE",2.5,2,"North American","Restaurant","Pass",2,"15-05-2015","S - Significant","Corrected During Inspection","2387 YONGE ST","METRO TORONTO","TORONTO","M4P 2E7"
"11440",10475245,103490711,"GINO'S PIZZA/WING MACHINE",2.5,2,"North American","Restaurant","Pass",2,"15-05-2015","S - Significant","Corrected During Inspection","2387 YONGE ST","METRO TORONTO","TORONTO","M4P 2E7"
"11441",10475245,103490711,"GINO'S PIZZA/WING MACHINE",2.5,2,"North American","Restaurant","Pass",2,"15-05-2015","M - Minor","Notice to Comply","2387 YONGE ST","METRO TORONTO","TORONTO","M4P 2E7"
"11442",10475245,103490711,"GINO'S PIZZA/WING MACHINE",2.5,2,"North American","Restaurant","Pass",2,"15-05-2015","M - Minor","Notice to Comply","2387 YONGE ST","METRO TORONTO","TORONTO","M4P 2E7"
